"GEO_ID","NAME","K200201_001E","K200201_001M","K200201_002E","K200201_002M","K200201_003E","K200201_003M","K200201_004E","K200201_004M","K200201_005E","K200201_005M","K200201_006E","K200201_006M","K200201_007E","K200201_007M","K200201_008E","K200201_008M",
"0500000US06021","Glenn County, California","28094","*****","22939","1486","318","227","804","508","859","498","0","210","3060","1472","114","121",
"0500000US06023","Humboldt County, California","136754","*****","109593","2316","1821","941","5216","1754","4363","806","1707","1429","5978","2491","8076","2170",
"0500000US06025","Imperial County, California","182830","*****","106980","7405","4562","988","1575","532","2093","855","952","811","60234","6901","6434","2719",
"0500000US06029","Kern County, California","893119","*****","673299","8416","47820","3205","9145","2686","45271","2400","1518","257","89366","8751","26700","3689",
"0500000US06031","Kings County, California","150101","*****","100972","4112","9297","1221","2476","800","5937","1061","23","35","25123","4120","6273","1457",
"0500000US06033","Lake County, California","64246","*****","48772","1619","1388","870","2968","795","1062","221","49","89","8631","1757","1376","631",
"0500000US06035","Lassen County, California","31163","*****","25475","426","2850","937","730","439","721","345","12","36","771","404","604","525",
"0500000US06037","Los Angeles County, California","10163507","*****","5047869","38090","823121","7991","73839","7454","1500637","9173","27950","1955","2310179","38429","379912","16510",
"0500000US06039","Madera County, California","156890","*****","105912","5548","5644","341","3179","949","3730","769","25","46","35242","5583","3158","1138",
"0500000US06041","Marin County, California","260955","*****","199666","3777","4646","1054","1001","892","15642","1027","93","107","25778","4465","14129","2703",
"0500000US06043","Mariposa County, California","21073","1831","19221","1903","44","80","754","560","83","148","126","153","426","330","419","385",
"0500000US06045","Mendocino County, California","88018","*****","72964","2344","775","321","3574","1477","1796","409","289","298","3939","1793","4681","1473",
"0500000US06047","Merced County, California","272673","*****","151255","7554","7786","1118","2883","1407","21738","1417","431","352","77373","7627","11207","2460",
"0500000US06053","Monterey County, California","437907","*****","209568","8214","11199","1156","1627","802","24056","1833","1678","335","170737","8467","19042","3178",
"0500000US06055","Napa County, California","140973","*****","104581","3621","3362","615","949","656","11380","1095","365","382","14483","3501","5853","1654",
"0500000US06057","Nevada County, California","99814","*****","93198","853","489","339","528","498","504","429","150","239","792","669","4153","973",
"0500000US06059","Orange County, California","3190400","*****","1899657","19408","56047","2522","16541","3246","657068","6230","8477","1720","417082","19354","135528","7416",
"0500000US06061","Placer County, California","386166","*****","315315","4075","6325","1185","2183","779","29727","1736","1695","2062","13455","3408","17466","2518",
"0500000US06065","Riverside County, California","2423266","*****","1371769","22425","159227","5891","19874","3100","160820","4428","6449","2178","593615","23106","111512","9337",
"0500000US06067","Sacramento County, California","1530615","*****","858852","10073","148713","5131","9918","2216","237209","5344","18242","715","138743","8777","118938","7926",
"0500000US06069","San Benito County, California","60310","*****","47999","3112","651","46","157","192","1759","705","67","92","7476","2967","2201","909",
"0500000US06071","San Bernardino County, California","2157404","*****","1322703","22356","175209","6500","20073","3807","157083","3021","6396","1325","368369","21430","107571","10820",
"0500000US06073","San Diego County, California","3337685","*****","2325134","14893","165577","4896","25433","3755","403200","6043","13884","1704","224947","13150","179510","12134",
"0500000US06075","San Francisco County, California","884363","*****","402967","4706","45815","1894","3078","1385","306459","3901","3639","715","71647","6371","50758","5983",
"0500000US06077","San Joaquin County, California","745424","*****","399989","10252","53882","2885","3933","1358","114582","3720","5136","1071","75859","8977","92043","7644",
"0500000US06079","San Luis Obispo County, California","283405","*****","244081","2701","5364","1288","3382","1270","10291","1072","254","262","8952","2397","11081","1945",
"0500000US06081","San Mateo County, California","771410","*****","376719","7593","18758","1807","3712","1133","221757","4094","11254","889","94159","7954","45051","4586",
"0500000US06083","Santa Barbara County, California","448150","*****","344963","6840","7803","1184","3680","1438","24908","1838","337","320","46380","6380","20079","3047",
"0500000US06085","Santa Clara County, California","1938153","*****","846837","12736","49943","2138","11586","2580","705366","4995","6105","1190","216455","12614","101861","6276",
"0500000US06087","Santa Cruz County, California","275897","*****","200879","5543","2687","846","1887","1127","13516","1211","292","265","44257","5579","12379","1915",
"0500000US06089","Shasta County, California","179921","*****","156292","1498","2873","168","6853","1293","5640","903","177","187","2671","936","5415","1165",
"0500000US06093","Siskiyou County, California","43853","*****","37529","550","715","140","1223","572","577","331","675","762","667","428","2467","800",
"0500000US06095","Solano County, California","445458","*****","233792","6257","60377","2082","1951","1052","70763","2088","4314","543","44244","6285","30017","3507",
"0500000US06097","Sonoma County, California","504217","*****","366041","7535","8256","1013","5374","1634","20424","1760","2015","577","73770","8233","28337","3896",
"0500000US06099","Stanislaus County, California","547899","*****","425003","7144","17428","1300","4161","1327","29258","2005","3683","867","45587","6590","22779","3522",
"0500000US06101","Sutter County, California","96648","*****","64783","2482","2278","457","1496","428","16109","1055","904","759","4796","1760","6282","1984",
"0500000US06103","Tehama County, California","63926","*****","54908","2552","103","129","1370","648","903","272","169","214","4327","2551","2146","699",
"0500000US06107","Tulare County, California","464493","*****","352858","9076","7240","931","5390","1467","14085","2518","428","376","66511","8702","17981","3229",
"0500000US06109","Tuolumne County, California","54248","*****","47534","1140","699","320","1461","605","404","276","215","197","1710","1000","2225","764",
"0500000US06111","Ventura County, California","854223","*****","684452","8477","17028","2018","7610","2588","65149","4156","1150","579","42277","7132","36557","3921",
"0500000US06113","Yolo County, California","219116","*****","151351","3689","5856","802","940","440","29363","1855","1165","245","15163","3374","15278","2578",
"0500000US06115","Yuba County, California","77031","*****","60488","1590","3588","559","1199","724","4780","961","297","141","2333","1195","4346","1270",
